"country","iso3c","date","gdp_grwth","gdp","gdp_for20_grwth","gdp_forc20","gdp_dollars","gdp_forc20_dollars","gap_dollars","gap_relative"
"Latvia","LVA",2017,3.3000000000000003,93.75222318793875,3.3000000000000003,93.75222318793875,28833322008.4414,28833322008.4414,"$0","0.000%"
"Lebanon","LBN",2017,0.8,109.57414264006901,0.8,109.57414264006901,51102038282.7734,51102038282.7734,"$0","0.0%"
"Lesotho","LSO",2017,-3.1,99.01018962172246,-3.1,99.01018962172246,2368115268.73432,2368115268.73432,"$0","0.000%"
"Liberia","LBR",2017,2.5,101.3564362978161,2.5,101.3564362978161,3254893758.73415,3254893758.73415,"$0","0.0000%"
"Libya","LBY",2017,32.5,104.32251802005649,32.5,104.32251802005649,63584802613.7545,63584802613.7545,"$0","0.0%"
"Liechtenstein","LIE",2017,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania","LTU",2017,4.3,91.9091390540781,4.3,91.9091390540781,44298437189.8902,44298437189.8902,"$0","0.00%"
"Luxembourg","LUX",2017,1.3,96.55535444189024,1.3,96.55535444189024,63892707778.4988,63892707778.4988,"$0","0.000%"
"Macao SAR, China","MAC",2017,10,96.34807886583674,10,96.34807886583674,49208798567.7614,49208798567.7614,"$0","0.0%"
"Madagascar","MDG",2017,3.9,92.8104400711233,3.9,92.8104400711233,12238319071.5199,12238319071.5199,"$0","0%"
"Malawi","MWI",2017,4,90.84373563446208,4,90.84373563446208,6792788858.48405,6792788858.48405,"$0","0.0%"
"Malaysia","MYS",2017,5.800000000000001,91.34921823207509,5.800000000000001,91.34921823207509,333060763877.976,333060763877.976,"$0","0.00%"
"Maldives","MDV",2017,7.199999999999999,86.35792522006716,7.199999999999999,86.35792522006716,4684957819.54571,4684957819.54571,"$0","0.0%"
"Mali","MLI",2017,5.3,91.13411299561967,5.3,91.13411299561967,14607651004.213,14607651004.213,"$0","0.00%"
"Malta","MLT",2017,10.9,88.92733027181318,10.9,88.92733027181318,12719183401.753,12719183401.753,"$0","0.000%"
"Marshall Islands","MHL",2017,3.4000000000000004,86.58920948916209,3.4000000000000004,86.58920948916209,193053500,193053500,"$0","0.00%"
"Mauritania","MRT",2017,6.3,90.64410052170123,6.3,90.64410052170123,6636187611.61287,6636187611.61287,"$0","0.00%"
"Mauritius","MUS",2017,3.9,93.44566583879467,3.9,93.44566583879467,12962177523.4319,12962177523.4319,"$0","0.00%"
"Mexico","MEX",2017,2.1,98.04731144811666,2.1,98.04731144811666,1228108442202.22,1228108442202.22,"$0","0%"
"Micronesia, Fed. Sts.","FSM",2017,2.7,98.63008791450159,2.7,98.63008791450159,327904142.657279,327904142.657279,"$0","0.00%"
"Moldova","MDA",2017,4.7,92.4698795359419,4.7,92.4698795359419,8466052244.67163,8466052244.67163,"$0","0.00%"
"Monaco","MCO",2017,-3.5000000000000004,88.28209191759113,-3.5000000000000004,88.28209191759113,6250961824.71809,6250961824.71809,"$0","0%"
"Mongolia","MNG",2017,5.6000000000000005,87.88812673784103,5.6000000000000005,87.88812673784103,12457760794.1941,12457760794.1941,"$0","0.00%"
"Montenegro","MNE",2017,4.7,91.45186133747193,4.7,91.45186133747193,4371176172.2448,4371176172.2448,"$0","0.000%"
"Morocco","MAR",2017,5.1,94.29937370143469,5.1,94.29937370143469,116603582880.98,116603582880.98,"$0","0.000%"
"Mozambique","MOZ",2017,3.6999999999999997,94.48390618723562,3.6999999999999997,94.48390618723562,17180566679.333,17180566679.333,"$0","0.000%"
"Myanmar","MMR",2017,5.800000000000001,88.03762150107148,5.800000000000001,88.03762150107148,73676035774.912,73676035774.912,"$0","0.0%"
"Namibia","NAM",2017,-1,99.78855384249158,-1,99.78855384249158,11222530151.0396,11222530151.0396,"$0","0%"
"Nauru","NRU",2017,-5.7,94.25287356321834,-5.7,94.25287356321834,84469431.3368912,84469431.3368912,"$0","0.000%"
"Nepal","NPL",2017,9,87.11798747606342,9,87.11798747606342,26662713936.9071,26662713936.9071,"$0","0.00%"
"Netherlands","NLD",2017,2.9000000000000004,95.81969955829697,2.9000000000000004,95.81969955829697,805125436190.089,805125436190.089,"$0","0.000%"
"New Caledonia","NCL",2017,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand","NZL",2017,3.5999999999999996,94.67424528962232,3.5999999999999996,94.67424528962232,191384647570.564,191384647570.564,"$0","0.00%"
"Nicaragua","NIC",2017,4.6,107.54528383648709,4.6,107.54528383648709,13956556222.0985,13956556222.0985,"$0","0.0%"
"Niger","NER",2017,5,88.04318727918398,5,88.04318727918398,10751938078.1876,10751938078.1876,"$0","0.0%"
"Nigeria","NGA",2017,0.8,95.99356518597446,0.8,95.99356518597446,488964180279.005,488964180279.005,"$0","0.00%"
"North Macedonia","MKD",2017,1.0999999999999999,93.54216713790692,1.0999999999999999,93.54216713790692,10463149656.0944,10463149656.0944,"$0","0.00%"
"Northern Mariana Islands","MNP",2017,23.200000000000003,139.5324123273109,23.200000000000003,139.5324123273109,1448278787.87879,1448278787.87879,"$0","0%"
"Norway","NOR",2017,2.3,98.16146433642291,2.3,98.16146433642291,398994977782.37,398994977782.37,"$0","0.00%"
"Oman","OMN",2017,0.3,99.8563415052212,0.3,99.8563415052212,82934277088.5646,82934277088.5646,"$0","0.00%"
"Pakistan","PAK",2017,4.3999999999999995,91.90924164799009,4.3999999999999995,91.90924164799009,298164602724.356,298164602724.356,"$0","0.00%"
"Palau","PLW",2017,-4.1000000000000005,99.49802796701314,-4.1000000000000005,99.49802796701314,268794071.417766,268794071.417766,"$0","0.0%"
"Panama","PAN",2017,5.6000000000000005,93.65486478951762,5.6000000000000005,93.65486478951762,59945236885.4532,59945236885.4532,"$0","0.00%"
"Papua New Guinea","PNG",2017,3.5000000000000004,95.97972911327147,3.5000000000000004,95.97972911327147,23726053854.9686,23726053854.9686,"$0","0.00%"
"Paraguay","PRY",2017,4.8,97.28618362133612,4.8,97.28618362133612,39573101423.9502,39573101423.9502,"$0","0.00%"
"Peru","PER",2017,2.5,94.07433155569372,2.5,94.07433155569372,202278796061.116,202278796061.116,"$0","0.00%"
"Philippines","PHL",2017,6.9,88.61476077588969,6.9,88.61476077588969,351113647617.654,351113647617.654,"$0","0.000%"
"Poland","POL",2017,5.1,90.36708767333504,5.1,90.36708767333504,516450722907.547,516450722907.547,"$0","0.00%"
"Portugal","PRT",2017,3.5000000000000004,94.68932422472035,3.5000000000000004,94.68932422472035,210553436228.057,210553436228.057,"$0","0.000%"
"Puerto Rico","PRI",2017,-2.9000000000000004,102.8368425973055,-2.9000000000000004,102.8368425973055,99124174302.1521,99124174302.1521,"$0","0.00%"
"Qatar","QAT",2017,-1.5,98.020718142297,-1.5,98.020718142297,164199531361.81,164199531361.81,"$0","0.000%"
"Romania","ROU",2017,8.200000000000001,90.81456874808111,8.200000000000001,90.81456874808111,197962267814.236,197962267814.236,"$0","0.00%"
"Russian Federation","RUS",2017,1.7999999999999998,95.17733900681937,1.7999999999999998,95.17733900681937,1391064510462.35,1391064510462.35,"$0","0.00%"
"Rwanda","RWA",2017,4,84.13846754107976,4,84.13846754107976,9409118206.61463,9409118206.61463,"$0","0.00%"
"Samoa","WSM",2017,1.4000000000000001,96.32512780558555,1.4000000000000001,96.32512780558555,902475172.267446,902475172.267446,"$0","0.00%"
"San Marino","SMR",2017,0.3,96.5339953141248,0.3,96.5339953141248,1456422893.31885,1456422893.31885,"$0","0.000%"
"Sao Tome and Principe","STP",2017,3.8,95.03784561782672,3.8,95.03784561782672,341901474.463989,341901474.463989,"$0","0.00%"
"Saudi Arabia","SAU",2017,-0.7000000000000001,97.22298265501422,-0.7000000000000001,97.22298265501422,660267740301.703,660267740301.703,"$0","0.000%"
"Senegal","SEN",2017,7.3999999999999995,90.00143428235839,7.3999999999999995,90.00143428235839,20304894402.6232,20304894402.6232,"$0","0.00%"
"Serbia","SRB",2017,2.1,91.72496534959,2.1,91.72496534959,41840962435.9212,41840962435.9212,"$0","0.00%"
"Seychelles","SYC",2017,4.5,93.98680440397025,4.5,93.98680440397025,1559097438.30394,1559097438.30394,"$0","0.00%"
"Sierra Leone","SLE",2017,4.2,91.8266209229102,4.2,91.8266209229102,4661772843.95975,4661772843.95975,"$0","0.00%"
"Singapore","SGP",2017,4.7,95.42249377630803,4.7,95.42249377630803,333843104451.557,333843104451.557,"$0","0.000%"
"Sint Maarten (Dutch part)","SXM",2017,NA,NA,NA,NA,1186296367.36224,1186296367.36224,"$0",NA
"Slovak Republic","SVK",2017,2.9000000000000004,93.7632121408822,2.9000000000000004,93.7632121408822,93291817009.4113,93291817009.4113,"$0","0.00%"
"Slovenia","SVN",2017,4.8,92.54189275983752,4.8,92.54189275983752,46625480708.1199,46625480708.1199,"$0","0.00%"
"Solomon Islands","SLB",2017,3.1,95.6539152951256,3.1,95.6539152951256,1423015841.28823,1423015841.28823,"$0","0.000%"
"Somalia","SOM",2017,2.3,86.54334189487659,2.3,86.54334189487659,5926243323.88698,5926243323.88698,"$0","0.00%"
"South Africa","ZAF",2017,1.2,98.20249931205956,1.2,98.20249931205956,353055253707.071,353055253707.071,"$0","0.000%"
"South Sudan","SSD",2017,NA,NA,NA,NA,NA,NA,NA,NA
"Spain","ESP",2017,3,95.86463109358283,3,95.86463109358283,1269169576560.16,1269169576560.16,"$0","0.00%"
"Sri Lanka","LKA",2017,6.5,97.95805743120776,6.5,97.95805743120776,95222338797.6614,95222338797.6614,"$0","0.00%"
"St. Kitts and Nevis","KNA",2017,0,94.17701927957476,0,94.17701927957476,994727191.626438,994727191.626438,"$0","0.000%"
"St. Lucia","LCA",2017,3.4000000000000004,97.83593448139436,3.4000000000000004,97.83593448139436,1938561940.28756,1938561940.28756,"$0","0.00%"
"St. Martin (French part)","MAF",2017,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","VCT",2017,1.7000000000000002,96.64759908575054,1.7000000000000002,96.64759908575054,832868508.686663,832868508.686663,"$0","0.00%"
"Sudan","SDN",2017,0.7000000000000001,105.04288208353456,0.7000000000000001,105.04288208353456,88555776494.4082,88555776494.4082,"$0","0.000%"
"Suriname","SUR",2017,1.6,94.18421519325297,1.6,94.18421519325297,4950583631.13301,4950583631.13301,"$0","0.00%"
"Sweden","SWE",2017,2.6,96.17701187345757,2.6,96.17701187345757,528801679620.708,528801679620.708,"$0","0.00%"
"Switzerland","CHE",2017,1.4000000000000001,96.12141081090994,1.4000000000000001,96.12141081090994,718132463597.499,718132463597.499,"$0","0.0000%"
"Syrian Arab Republic","SYR",2017,-0.7000000000000001,97.43655353014883,-0.7000000000000001,97.43655353014883,15302017884.0832,15302017884.0832,"$0","0%"
"Tajikistan","TJK",2017,7.1,86.53339039913816,7.1,86.53339039913816,9469904853.38246,9469904853.38246,"$0","0%"
"Tanzania","TZA",2017,6.800000000000001,89.63723976882534,6.800000000000001,89.63723976882534,54067883125.8656,54067883125.8656,"$0","0.000%"
"Thailand","THA",2017,4.2,93.92723947720478,4.2,93.92723947720478,432422388357.651,432422388357.651,"$0","0.00%"
"Timor-Leste","TLS",2017,-3.1,81.52535258262279,-3.1,81.52535258262279,1597985523.45912,1597985523.45912,"$0","0.00%"
"Togo","TGO",2017,4.3,90.32784610343543,4.3,90.32784610343543,4605162314.02413,4605162314.02413,"$0","0.000%"
"Tonga","TON",2017,3.3000000000000003,99.0595134961502,3.3000000000000003,99.0595134961502,481195204.795033,481195204.795033,"$0","0.0%"
"Trinidad and Tobago","TTO",2017,-4.7,100.76737915920566,-4.7,100.76737915920566,23857160341.5313,23857160341.5313,"$0","0.00%"
"Tunisia","TUN",2017,2.1999999999999997,96.03127812083044,2.1999999999999997,96.03127812083044,47330855819.1807,47330855819.1807,"$0","0.000%"
"Turkiye","TUR",2017,7.5,96.35132361942853,7.5,96.35132361942853,960034377547.426,960034377547.426,"$0","0%"
"Turkmenistan","TKM",2017,6.5,88.5813345444228,6.5,88.5813345444228,40490550853.5767,40490550853.5767,"$0","0%"
"Turks and Caicos Islands","TCA",2017,-2.5,89.9003548901961,-2.5,89.9003548901961,985220492.150769,985220492.150769,"$0","0%"
"Tuvalu","TUV",2017,1.7999999999999998,86.36363636363637,1.7999999999999998,86.36363636363637,39589897.9847849,39589897.9847849,"$0","0.00%"
"Uganda","UGA",2017,3.1,88.37938183595703,3.1,88.37938183595703,34998276925.5374,34998276925.5374,"$0","0.000%"
"Ukraine","UKR",2017,2.4,93.63341777040286,2.4,93.63341777040286,95453753896.7139,95453753896.7139,"$0","0.000%"
"United Arab Emirates","ARE",2017,0.7000000000000001,97.62114379658505,0.7000000000000001,97.62114379658505,393741456191.578,393741456191.578,"$0","0.00%"
"United Kingdom","GBR",2017,2.4,96.77105616527398,2.4,96.77105616527398,3071671779449.63,3071671779449.63,"$0","0.00%"
"United States","USA",2017,2.1999999999999997,94.96008469541776,2.1999999999999997,94.96008469541776,18924571726000,18924571726000,"$0","0.000%"
"Uruguay","URY",2017,1.6,99.17680362079622,1.6,99.17680362079622,55056360541.1392,55056360541.1392,"$0","0.00%"
"Uzbekistan","UZB",2017,4.3999999999999995,89.79048130697731,4.3999999999999995,89.79048130697731,95322863451.0668,95322863451.0668,"$0","0.000%"
"Vanuatu","VUT",2017,6.3,94.13056413453101,6.3,94.13056413453101,813475510.219336,813475510.219336,"$0","0.000%"
"Venezuela, RB","VEN",2017,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","VNM",2017,6.9,86.6749097263721,6.9,86.6749097263721,272980598575.506,272980598575.506,"$0","0.000000%"
"Virgin Islands (U.S.)","VIR",2017,-0.7000000000000001,95.47865622631988,-0.7000000000000001,95.47865622631988,3694274279.6158,3694274279.6158,"$0","0%"
"West Bank and Gaza","PSE",2017,1.4000000000000001,97.45972581969802,1.4000000000000001,97.45972581969802,15426900000,15426900000,"$0","0%"
"Yemen, Rep.","YEM",2017,NA,NA,NA,NA,36514391608.5754,36514391608.5754,"$0",NA
"Zambia","ZMB",2017,3.5000000000000004,94.75623781571106,3.5000000000000004,94.75623781571106,22826646593.6169,22826646593.6169,"$0","0.000000%"
"Zimbabwe","ZWE",2017,4.1000000000000005,101.66716537670956,4.1000000000000005,101.66716537670956,20964866140.8352,20964866140.8352,"$0","0.00%"
"Afghanistan","AFG",2018,1.2,96.23564328650163,1.2,96.23564328650163,21241130983.2911,21241130983.2911,"$0","0.0%"
"Albania","ALB",2018,4,97.9546449338976,4,97.9546449338976,12702457551.4349,12702457551.4349,"$0","0%"
"Algeria","DZA",2018,1.2,99.00990099035211,1.2,99.00990099035211,175599602941.537,175599602941.537,"$0","0.000%"
"American Samoa","ASM",2018,2.7,100.49019607843144,2.7,100.49019607843144,631900763.358779,631900763.358779,"$0","0%"
"Andorra","AND",2018,1.6,98.02427405906252,1.6,98.02427405906252,2949506390.20052,2949506390.20052,"$0","0%"
"Angola","AGO",2018,-1.3,100.7049345395641,-1.3,100.7049345395641,83724808772.3459,83724808772.3459,"$0","0.000%"
"Antigua and Barbuda","ATG",2018,6.9,95.36321525885597,6.9,95.36321525885597,1554626242.87881,1554626242.87881,"$0","0.0%"
"Argentina","ARG",2018,-2.6,102.04171283884047,-2.6,102.04171283884047,583118120294.002,583118120294.002,"$0","0.00%"
"Armenia","ARM",2018,5.2,92.93680297523936,5.2,92.93680297523936,11958639113.6524,11958639113.6524,"$0","0.00%"
"Aruba","ABW",2018,5.3,99.36897790669596,5.3,99.36897790669596,3359554779.02582,3359554779.02582,"$0","0.000%"
"Australia","AUS",2018,2.9000000000000004,97.87475134458126,2.9000000000000004,97.87475134458126,1460075108728.85,1460075108728.85,"$0","0.000%"
"Austria","AUT",2018,2.4,98.5052919463247,2.4,98.5052919463247,408030932405.258,408030932405.258,"$0","0.00%"
"Azerbaijan","AZE",2018,1.5,97.5609755455683,1.5,97.5609755455683,52304902010.6514,52304902010.6514,"$0","0.000%"
"Bahamas, The","BHS",2018,1.7999999999999998,98.1391215977608,1.7999999999999998,98.1391215977608,12340765666.5406,12340765666.5406,"$0","0.0%"
"Bahrain","BHR",2018,2.1,97.87899672281739,2.1,97.87899672281739,34243206973.6781,34243206973.6781,"$0","0.00%"
"Bangladesh","BGD",2018,7.3,92.69394213095674,7.3,92.69394213095674,239028505056.988,239028505056.988,"$0","0.000%"
"Barbados","BRB",2018,-1,100.13131947538277,-1,100.13131947538277,4816487749.94047,4816487749.94047,"$0","0.00%"
"Belarus","BLR",2018,3.1,98.61932938856029,3.1,98.61932938856029,58198692497.6768,58198692497.6768,"$0","0.00%"
"Belgium","BEL",2018,1.7999999999999998,97.80825564360623,1.7999999999999998,97.80825564360623,484305039588.75,484305039588.75,"$0","0.000%"
"Belize","BLZ",2018,1.0999999999999999,95.69190600522215,1.0999999999999999,95.69190600522215,2199497511.31222,2199497511.31222,"$0","0.00%"
"Benin","BEN",2018,6.7,93.57540525243861,6.7,93.57540525243861,13268812215.2665,13268812215.2665,"$0","0.00%"
"Bermuda","BMU",2018,-0.4,99.69466839390765,-0.4,99.69466839390765,6819905984.64909,6819905984.64909,"$0","0%"
"Bhutan","BTN",2018,3.1,94.55802492353743,3.1,94.55802492353743,2336476327.38733,2336476327.38733,"$0","0.0%"
"Bolivia","BOL",2018,4.2,97.83136644774198,4.2,97.83136644774198,37364958855.9519,37364958855.9519,"$0","0.000%"
"Bosnia and Herzegovina","BIH",2018,3.6999999999999997,97.24693791526877,3.6999999999999997,97.24693791526877,17897763141.48,17897763141.48,"$0","0.000%"
"Botswana","BWA",2018,4.2,97.05666092324527,4.2,97.05666092324527,15734544891.6947,15734544891.6947,"$0","0.000%"
"Brazil","BRA",2018,1.7999999999999998,98.79394542320529,1.7999999999999998,98.79394542320529,1797739006514.93,1797739006514.93,"$0","0.00%"
"British Virgin Islands","VGB",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN",2018,0.1,96.27501393812429,0.1,96.27501393812429,12784201742.5315,12784201742.5315,"$0","0.00%"
"Bulgaria","BGR",2018,2.7,96.11859446918857,2.7,96.11859446918857,55214628202.2217,55214628202.2217,"$0","0%"
"Burkina Faso","BFA",2018,6.6000000000000005,94.61801817414003,6.6000000000000005,94.61801817414003,14194244080.5891,14194244080.5891,"$0","0.00%"
"Burundi","BDI",2018,1.6,98.21970370993823,1.6,98.21970370993823,3150727480.46183,3150727480.46183,"$0","0.000%"
"Cabo Verde","CPV",2018,4.5,94.63625152577181,4.5,94.63625152577181,1812401360.18566,1812401360.18566,"$0","0.00%"
"Cambodia","KHM",2018,7.5,93.41070872060101,7.5,93.41070872060101,22194442188.3034,22194442188.3034,"$0","0.00%"
"Cameroon","CMR",2018,4,96.64164487619242,4,96.64164487619242,36242614126.2874,36242614126.2874,"$0","0.000%"
"Canada","CAN",2018,2.8000000000000003,98.1550848503685,2.8000000000000003,98.1550848503685,1664870307455.57,1664870307455.57,"$0","0.000%"
"Cayman Islands","CYM",2018,4.3,96.27133804634758,4.3,96.27133804634758,5229690027.6011,5229690027.6011,"$0","0%"
"Central African Republic","CAF",2018,3.8,96.993210475267,3.8,96.993210475267,1927167157.0247,1927167157.0247,"$0","0.00%"
"Chad","TCD",2018,2.4,96.85494377945253,2.4,96.85494377945253,10195006847.3059,10195006847.3059,"$0","0.0%"
"Channel Islands","CHI",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL",2018,4,99.23535232908286,4,99.23535232908286,260076767994.429,260076767994.429,"$0","0.00%"
"China","CHN",2018,6.7,94.38369737627865,6.7,94.38369737627865,13493418449047,13493418449047,"$0","0.00%"
"Colombia","COL",2018,2.6,96.91156845478574,2.6,96.91156845478574,311467946721.7,311467946721.7,"$0","0.00%"
"Comoros","COM",2018,3.5999999999999996,98.26968677412647,3.5999999999999996,98.26968677412647,1073934161.69033,1073934161.69033,"$0","0.000%"
"Congo, Dem. Rep.","COD",2018,5.800000000000001,95.79963723739601,5.800000000000001,95.79963723739601,42619014794.5289,42619014794.5289,"$0","0.00%"
"Congo, Rep.","COG",2018,-4.8,100.08696151523326,-4.8,100.08696151523326,9655784261.38472,9655784261.38472,"$0","0.00%"
"Costa Rica","CRI",2018,2.6,97.63955228483782,2.6,97.63955228483782,62862775554.712,62862775554.712,"$0","0.000%"
"Cote d'Ivoire","CIV",2018,6.9,94.13385180223874,6.9,94.13385180223874,56350019798.3227,56350019798.3227,"$0","0.000%"
"Croatia","HRV",2018,2.8000000000000003,96.69215599590179,2.8000000000000003,96.69215599590179,55313599034.9693,55313599034.9693,"$0","0.00%"
"Cuba","CUB",2018,2.1999999999999997,100.16511215330831,2.1999999999999997,100.16511215330831,91169895871.5596,91169895871.5596,"$0","0%"
"Curacao","CUW",2018,-2.1999999999999997,103.48945665186757,-2.1999999999999997,103.48945665186757,2899702370.77176,2899702370.77176,"$0","0%"
"Cyprus","CYP",2018,5.6000000000000005,94.760297079746,5.6000000000000005,94.760297079746,23701528569.0948,23701528569.0948,"$0","0.0000%"
"Denmark","DNK",2018,2,98.5284898535937,2,98.5284898535937,327708263102.566,327708263102.566,"$0","0.000%"
"Djibouti","DJI",2018,4.8,94.74619949927919,4.8,94.74619949927919,2869607134.04835,2869607134.04835,"$0","0.0%"
"Dominica","DMA",2018,3.5000000000000004,94.78449866063558,3.5000000000000004,94.78449866063558,537309039.644082,537309039.644082,"$0","0.0%"
"Dominican Republic","DOM",2018,7.000000000000001,95.19080080366079,7.000000000000001,95.19080080366079,84993382978.8095,84993382978.8095,"$0","0%"
"Ecuador","ECU",2018,1.3,99.98789636231024,1.3,99.98789636231024,101689830586.566,101689830586.566,"$0","0.000%"
"Egypt, Arab Rep.","EGY",2018,5.3,94.73493195074515,5.3,94.73493195074515,377080487734.144,377080487734.144,"$0","0.00%"
"El Salvador","SLV",2018,2.4,97.6205273905709,2.4,97.6205273905709,25166352421.875,25166352421.875,"$0","0.000%"
"Equatorial Guinea","GNQ",2018,-6.2,105.79975798401927,-6.2,105.79975798401927,10634279302.6072,10634279302.6072,"$0","0.0%"
"Eritrea","ERI",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",2018,3.8,96.3951057880913,3.8,96.3951057880913,25926098666.5234,25926098666.5234,"$0","0.0000%"
"Eswatini","SWZ",2018,2.4,97.36761056891939,2.4,97.36761056891939,4288883799.14712,4288883799.14712,"$0","0.000%"
"Ethiopia","ETH",2018,6.800000000000001,92.28149654461575,6.800000000000001,92.28149654461575,82721152428.0532,82721152428.0532,"$0","0.000%"
"Faroe Islands","FRO",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI",2018,3.8,100.58535281045016,3.8,100.58535281045016,5246541381.63422,5246541381.63422,"$0","0.00%"
"Finland","FIN",2018,1.0999999999999999,98.79006968641124,1.0999999999999999,98.79006968641124,251661932877.344,251661932877.344,"$0","0.00%"
"France","FRA",2018,1.9,98.19037899069119,1.9,98.19037899069119,2569458097202.24,2569458097202.24,"$0","0.00%"
"French Polynesia","PYF",2018,2.8000000000000003,97.63704210247245,2.8000000000000003,97.63704210247245,5779371136.06775,5779371136.06775,"$0","0%"
"Gabon","GAB",2018,0.8,96.2271186685238,0.8,96.2271186685238,14876945039.3652,14876945039.3652,"$0","0.00%"
"Gambia, The","GMB",2018,7.199999999999999,94.14240925038487,7.199999999999999,94.14240925038487,1579264906.00789,1579264906.00789,"$0","0%"
"Georgia","GEO",2018,4.8,95.25410656880669,4.8,95.25410656880669,16915132067.1573,16915132067.1573,"$0","0.0000%"
"Germany","DEU",2018,1,98.95444349253374,1,98.95444349253374,3559040862512.65,3559040862512.65,"$0","0.00%"
"Ghana","GHA",2018,6.2,93.88985939617335,6.2,93.88985939617335,58648966891.8988,58648966891.8988,"$0","0.00%"
"Gibraltar","GIB",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","GRC",2018,1.7000000000000002,98.15050894790508,1.7000000000000002,98.15050894790508,200141371166.33,200141371166.33,"$0","0.00%"
"Greenland","GRL",2018,0.6,97.77913187781976,0.6,97.77913187781976,2633811256.96937,2633811256.96937,"$0","0%"
"Grenada","GRD",2018,4.3999999999999995,99.32923376002702,4.3999999999999995,99.32923376002702,1127327545.68561,1127327545.68561,"$0","0.00%"
"Guam","GUM",2018,-0.8,97.47036971519549,-0.8,97.47036971519549,5814829845.31392,5814829845.31392,"$0","0%"
"Guatemala","GTM",2018,3.4000000000000004,96.15170579959741,3.4000000000000004,96.15170579959741,68060272306.0466,68060272306.0466,"$0","0.0000%"
"Guinea","GIN",2018,6.4,94.68180404895952,6.4,94.68180404895952,11433120134.886,11433120134.886,"$0","0.00%"
"Guinea-Bissau","GNB",2018,1.3,95.69377991207762,1.3,95.69377991207762,1194956294.73557,1194956294.73557,"$0","0%"
"Guyana","GUY",2018,4.3999999999999995,94.91932232090427,4.3999999999999995,94.91932232090427,4813398364.26896,4813398364.26896,"$0","0.0%"
"Haiti","HTI",2018,1.7000000000000002,101.7134599432551,1.7000000000000002,101.7134599432551,15739297369.472,15739297369.472,"$0","0.00%"
"Honduras","HND",2018,3.8,97.41550218459307,3.8,97.41550218459307,23730751926.4043,23730751926.4043,"$0","0%"
"Hong Kong SAR, China","HKG",2018,2.8000000000000003,101.70689232432818,2.8000000000000003,101.70689232432818,337455303240.589,337455303240.589,"$0","0.00%"
"Hungary","HUN",2018,5.4,95.36725669026542,5.4,95.36725669026542,140547408554.321,140547408554.321,"$0","0.000%"
"Iceland","ISL",2018,4.9,97.64151214641709,4.9,97.64151214641709,20351154562.7013,20351154562.7013,"$0","0.00%"
"India","IND",2018,6.5,96.39676737985342,6.5,96.39676737985342,2588974097973.61,2588974097973.61,"$0","0%"
"Indonesia","IDN",2018,5.2,95.22060395635607,5.2,95.22060395635607,999178589070.128,999178589070.128,"$0","0.00%"
"Iran, Islamic Rep.","IRN",2018,-2.3,102.73079688671989,-2.3,102.73079688671989,446162674191.021,446162674191.021,"$0","0.00%"
"Iraq","IRQ",2018,2.6,94.77434130140372,2.6,94.77434130140372,191221824965.135,191221824965.135,"$0","0.000%"
"Ireland","IRL",2018,8.5,94.83982457687088,8.5,94.83982457687088,352098825394.701,352098825394.701,"$0","0.0%"
"Isle of Man","IMN",2018,2.1999999999999997,99.74578657123106,2.1999999999999997,99.74578657123106,8108785332.31474,8108785332.31474,"$0","0%"
"Israel","ISR",2018,4.1000000000000005,96.00970421021445,4.1000000000000005,96.00970421021445,344156628360.705,344156628360.705,"$0","0.0000%"
"Italy","ITA",2018,0.8999999999999999,99.51912526204164,0.8999999999999999,99.51912526204164,1908933681964.96,1908933681964.96,"$0","0.00%"
"Jamaica","JAM",2018,1.9,99.1155997755666,1.9,99.1155997755666,14802050818.6874,14802050818.6874,"$0","0%"
"Japan","JPN",2018,0.6,100.24092991800661,0.6,100.24092991800661,4580061760588.24,4580061760588.24,"$0","0.00%"
"Jordan","JOR",2018,1.9,98.10907316992193,1.9,98.10907316992193,41103997001.4528,41103997001.4528,"$0","0%"
"Kazakhstan","KAZ",2018,4.1000000000000005,95.69377990422838,4.1000000000000005,95.69377990422838,202016241185.495,202016241185.495,"$0","0.000%"
"Kenya","KEN",2018,5.6000000000000005,95.13466224412032,5.6000000000000005,95.13466224412032,80165170351.7163,80165170351.7163,"$0","0.000%"
"Kiribati","KIR",2018,5.3,100.54253489962707,5.3,100.54253489962707,177978658.986812,177978658.986812,"$0","0.000%"
"Korea, Dem. People's Rep.","PRK",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.","KOR",2018,2.9000000000000004,97.80527136455822,2.9000000000000004,97.80527136455822,1601903713673.82,1601903713673.82,"$0","0.000%"
"Kosovo","XKX",2018,3.4000000000000004,95.45916901902315,3.4000000000000004,95.45916901902315,7204705015.86419,7204705015.86419,"$0","0.0%"
